local_name,english_name,language,countries,regions,time_of_day,type_of_dish,type_of_dish_more,drink,occasions,occasions_more
Papeda,NULL,Bahasa Indonesia,"Papua New Guinea, West Papua, Indonesia",Ambon (Indonesia); Maluku Islands (Indonesia); Sulawesi (Indonesia); West Papua (Indonesia / West Papua),['anytime'],"['Side dish', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Empanada,NULL,Spanish,"Paraguay, Peru, Uruguay, Argentina, Brazil, Chile, Colombia",NULL,"['lunch', 'dinner', 'snack', 'anytime']","['Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",NULL,NULL,both,NULL
Mango Float,NULL,English,Philippines,NULL,['snack'],['Dessert'],NULL,NULL,special,NULL
Sushi Bake,NULL,English,Philippines,NULL,['dinner'],['Side dish'],NULL,NULL,special,NULL
Pinakbet,NULL,Ilocano,Philippines,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Kutsinta,NULL,Tagalog,Philippines,NULL,['snack'],['Dessert'],NULL,NULL,special,NULL
Buko Pandan Salad,NULL,Tagalog,Philippines,NULL,['snack'],['Dessert'],NULL,NULL,special,NULL
Sisig,NULL,Tagalog,Philippines,NULL,"['lunch', 'dinner']",['Starter'],NULL,NULL,regular,NULL
Tortang Talong,NULL,Tagalog,Philippines,NULL,"['breakfast', 'lunch']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Paksiw na Pata,NULL,Tagalog,Philippines,NULL,"['lunch', 'dinner']",['Main dish - stand alone (e.g. one pot meal)'],NULL,NULL,regular,NULL
Arroz Caldo,NULL,Tagalog,Philippines,NULL,"['breakfast', 'lunch']","['Soup', 'Main dish - stand alone (e.g. one pot meal)']",NULL,NULL,regular,NULL
Kare-kare,NULL,Tagalog,Philippines,NULL,"['lunch', 'dinner']",['Main dish - stand alone (e.g. one pot meal)'],NULL,NULL,regular,NULL
Tinola,NULL,Tagalog,Philippines,NULL,"['lunch', 'dinner']","['Soup', 'Main dish - stand alone (e.g. one pot meal)']",NULL,NULL,regular,NULL
Bulalo,NULL,Tagalog,Philippines,NULL,"['lunch', 'dinner']","['Soup', 'Main dish - stand alone (e.g. one pot meal)']",NULL,NULL,regular,NULL
Sopas,NULL,Tagalog,Philippines,NULL,"['breakfast', 'lunch']",['Soup'],NULL,NULL,regular,NULL
Embutido,NULL,Tagalog,Philippines,NULL,"['lunch', 'dinner']",['Side dish'],NULL,NULL,special,NULL
Puto,NULL,Tagalog,Philippines,NULL,['snack'],['Dessert'],NULL,NULL,special,NULL
Pochero,NULL,Tagalog,Philippines,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Bistek,Beef Steak,Tagalog,Philippines,NULL,"['breakfast', 'lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,special,NULL
Longganisa,NULL,Tagalog,Philippines,NULL,"['breakfast', 'lunch']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Pork Siomai,NULL,Tagalog,Philippines,NULL,['snack'],['Side dish'],NULL,NULL,special,NULL
Laing,NULL,Tagalog,Philippines,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Beef caldereta,NULL,Tagalog,Philippines,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Dinuguan,NULL,Tagalog,Philippines,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Palabok,NULL,Tagalog,Philippines,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,special,NULL
Lumpiang Shanghai,NULL,Tagalog,Philippines,NULL,"['lunch', 'dinner', 'snack']",['Side dish'],NULL,NULL,special,NULL
Pancit,NULL,Tagalog,Philippines,NULL,"['lunch', 'dinner']",['Main dish - stand alone (e.g. one pot meal)'],NULL,NULL,special,NULL
Ube Pandesal,NULL,Tagalog,Philippines,NULL,['snack'],['Dessert'],NULL,NULL,regular,NULL
Ginisang Kalabasa at Sitaw,NULL,Tagalog,Philippines,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Pork Sinigang,NULL,Tagalog,Philippines,NULL,"['breakfast', 'lunch', 'dinner']","['Soup', 'Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Lechon Baboy,Roast Pork,Tagalog,Philippines,NULL,"['lunch', 'dinner']",['Main dish - eaten with sides'],NULL,NULL,special,NULL
Chicken Adobo (Stew),NULL,Tagalog,Philippines,NULL,"['breakfast', 'lunch', 'dinner']",['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Pork Adobo (Dry),NULL,Tagalog,Philippines,NULL,"['breakfast', 'lunch', 'dinner']",['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Monggo,NULL,Tagalog,Philippines,NULL,"['breakfast', 'lunch', 'dinner']","['Soup', 'Main dish - stand alone (e.g. one pot meal)']",NULL,NULL,regular,NULL
Ensaymada,NULL,Spanish,"Philippines, Spain",NULL,['snack'],['Dessert'],NULL,NULL,special,NULL
Sernik,Cheesecake,Polish,Poland,NULL,['snack'],['Dessert'],NULL,NULL,both,NULL
Rolada makowa,Swiss Rolls,Polish,Poland,NULL,['snack'],['Dessert'],NULL,NULL,both,NULL
Pierogi,Dumplings,Polish,Poland,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,both,NULL
Pierogi,Peer-o-gy,Polish,Poland,NULL,"['lunch', 'dinner']","['Side dish', 'Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection', 'Dessert']",NULL,NULL,both,"It's eaten year round but pierogi is also eaten for Christmas Eve (a traditional meatless meal), Christmas and Easter."
Cebularz,Cebularz,Polish,Poland,"Lublin, Poland",['snack'],['Side dish'],NULL,NULL,regular,NULL
Pierogi,NULL,"Lemko, Rusyn","Poland, Slovakia","Rusyn, Lemko regions.","['lunch', 'dinner', 'snack']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']","Frequently eaten with Kielbasa (sausage) and with butter/onions/bacon, either boiled or fried.",beer,both,A version made with prunes is served on Christmas Eve. There is also a version made with farmer's cheese.
Салат из папоротника,Bracken fern salad,Russian,Russia,"Amur Oblast, Far East","['lunch', 'dinner']","['Salad', 'Side dish', 'Small plate / bowl for sharing']",NULL,NULL,regular,NULL
ПЕЛЬМЕНИ,pelmeni,Russian,Russia,All regions,"['lunch', 'dinner']",['Main dish - stand alone (e.g. one pot meal)'],NULL,no,regular,NULL
блины,pancake,Russian,Russia,All regions,['anytime'],"['Starter', 'Dessert']",NULL,NULL,special,most famously is eaten on Maslenitsa (before the orthodox lent)
Borscht,Borscht,Russian,Russia,All regions,"['lunch', 'dinner']",['Soup'],NULL,no,regular,NULL
Морковча (마르코프차),Morkovcha  (Korean carrot salad),Russian,"Russia, North Korea","Far East (Russia) , ex-republics of Soviet Union","['lunch', 'dinner']","['Salad', 'Side dish', 'Small plate / bowl for sharing']",NULL,NULL,regular,NULL
Plov/Palov,Pilaf,Uzbek,"Russia, Tajikistan, Uzbekistan","Central Asia and former Soviet Union republics: Azerbaijan, Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekistan","['lunch', 'dinner']",['Main dish - stand alone (e.g. one pot meal)'],NULL,NULL,regular,NULL
Медовик,Medovik,Russian,"Russia, Ukraine",NULL,['anytime'],['Dessert'],NULL,"tea, coffee",regular,NULL
Пельмени,Dumplings (Siberian),Russian,"Russia, Ukraine, Kazakhstan, Mongolia",Siberia,"['lunch', 'dinner']",['Main dish - stand alone (e.g. one pot meal)'],NULL,Not typical,regular,NULL
Фунчоза (푼초자),Funchoza,Russian,"Russia, Uzbekistan, Kazakhstan, North Korea",Far East (Russia),"['lunch', 'dinner']","['Starter', 'Salad', 'Side dish', 'Small plate / bowl for sharing']",NULL,NULL,regular,NULL
Runonko,Runo[k]o,Kinyarwanda,Rwanda,In all the provinces of Rwanda,['lunch'],['Main dish - eaten with sides'],NULL,Any drink,both,NULL
Kuon,Ugali,Luo,"Rwanda, Tanzania, Uganda, Kenya",Nyanza,"['lunch', 'dinner']",['Main dish - eaten with sides'],NULL,No,regular,NULL
رز بالخلطه,roz belkhalta,Arabic,"Saudi Arabia, Egypt",NULL,['dinner'],['Side dish'],NULL,no,regular,NULL
Benachin,BEH-nah-chin,Wollof,"Senegal, Gambia",All regions,['lunch'],"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,"Wonjo [WON-JO], Baobab [BA-O-BAB]",both,NULL
Martabak manis,NULL,Bahasa Indonesia,"Singapore, Brunei Darussalam, Indonesia, Malaysia",NULL,['snack'],['Dessert'],NULL,NULL,both,NULL
Bika ambon,NULL,Bahasa Indonesia,"Singapore, Indonesia",Medan (Indonesia),"['dinner', 'snack']",['Dessert'],NULL,NULL,both,NULL
Sambal,NULL,Bahasa Indonesia,"Singapore, Indonesia, Malaysia",NULL,['other'],['Sauce'],NULL,NULL,regular,NULL
Chicken rice,NULL,English,"Singapore, Malaysia",Singapore,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Slaphakskeentjies,Sweet and Sour onions,Afrikaans,Sint Maarten (Dutch part),NULL,"['lunch', 'dinner']",['Side dish'],NULL,NULL,regular,NULL
Syrečky,NULL,Slovakian,Slovakia,NULL,['snack'],"['Starter', 'Side dish', 'Small plate / bowl for sharing']",NULL,NULL,special,NULL
Chlebíčky,NULL,Slovakian,Slovakia,NULL,['snack'],"['Starter', 'Small plate / bowl for sharing']",NULL,NULL,special,Party
Dusená kačka s kyslou kapustou,NULL,Slovakian,Slovakia,NULL,['lunch'],['Main dish - stand alone (e.g. one pot meal)'],NULL,NULL,regular,NULL
Pirohy,NULL,Slovakian,Slovakia,Eastern part of Slovakia,"['lunch', 'dinner']",['Main dish - stand alone (e.g. one pot meal)'],NULL,Beer,regular,NULL
Kerrievis,Curried Fish,Afrikaans,South Africa,Cape Town,"['lunch', 'dinner', 'snack']","['Side dish', 'Small plate / bowl for sharing']",NULL,No,both,Easter
Babotie,bobo·tie,Afrikaans,South Africa,NULL,['dinner'],['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Jan Ellis-poeding,Malva pudding,Afrikaans,South Africa,All regions,['dinner'],"['Small plate / bowl served as a part of a collection', 'Dessert']",NULL,Coffee,both,"Christmas, birthdays, Christenings, weddings - or whenever you feel like a huge treat."
Smoorsnoek,NULL,Afrikaans,South Africa,NULL,"['lunch', 'dinner', 'snack']","['Starter', 'Side dish', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",NULL,NULL,regular,NULL
Kerrie Afval,Offal,Afrikaans,South Africa,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,Sundays
Wildspastei,Venison Pie,Afrikaans,South Africa,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Hoender pote,Chicken feet,Afrikaans,South Africa,NULL,"['lunch', 'dinner', 'snack']","['Side dish', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",NULL,NULL,regular,NULL
Brandewyn tert,Tipsy tart,Afrikaans,South Africa,NULL,['snack'],"['Dessert', 'Other']",NULL,"tea, coffee",regular,NULL
Jêm tertjies,Marmelade tarts,Afrikaans,South Africa,NULL,"['snack', 'anytime']","['Dessert', 'Other']",NULL,Coffee,regular,NULL
Skurwejantjies,NULL,Afrikaans,South Africa,NULL,"['breakfast', 'snack']","['Dessert', 'Other']",NULL,coffee,regular,NULL
Koffiekoekies,Coffee biscuits,Afrikaans,South Africa,NULL,"['breakfast', 'snack']","['Dessert', 'Other']",NULL,Coffee,regular,NULL
Waterblommetjie bredie,NULL,Afrikaans,South Africa,NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,both,Special occasions would include Sundays after church
Koe'sister,NULL,Afrikaans,South Africa,Cape Malay,"['lunch', 'dinner', 'snack']",['Dessert'],NULL,NULL,regular,NULL
Vetkoek,NULL,Afrikaans,South Africa,NULL,"['breakfast', 'lunch', 'dinner', 'snack']","['Starter', 'Side dish', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",NULL,NULL,regular,NULL
Braai broodjies,Toasted sandwhich (toasted on open fire),Afrikaans,South Africa,NULL,['lunch'],"['Side dish', 'Small plate / bowl served as a part of a collection']",NULL,NULL,regular,NULL
Skilpaadjies,NULL,Afrikaans,South Africa,NULL,['dinner'],"['Side dish', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",NULL,NULL,both,NULL
Padkos,Food for the road,Afrikaans,South Africa,NULL,['snack'],['Other'],Snack food for a journey or day out.,Any drink,both,In a sense it is a special occasion as this specifically refers to snack food taken on a trip of sorts
Pap and boerewors,pap and sausage,Afrikaans,South Africa,NULL,"['lunch', 'dinner']",['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Hertzogkoekie,NULL,Afrikaans,South Africa,NULL,['snack'],['Dessert'],NULL,"Tea, coffee",both,This is typically eaten for Eid within the Cape Malay community
Roosterkoek,NULL,Afrikaans,South Africa,NULL,"['lunch', 'dinner', 'snack']",['Side dish'],NULL,NULL,regular,NULL
Sosatie,Meat on skewers,Afrikaans,South Africa,"Western Cape, all","['lunch', 'dinner', 'anytime']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Potjiekos,Beef Stew with veggies,Afrikaans,South Africa,NULL,['dinner'],"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Tamatiebredie,Tomato stew,Afrikaans,South Africa,Western Cape,['dinner'],['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Melkkos,NULL,Afrikaans,South Africa,NULL,"['lunch', 'dinner']",['Dessert'],NULL,NULL,regular,NULL
Droëwors,NULL,Afrikaans,South Africa,NULL,"['snack', 'anytime']",['Other'],Snack,NULL,regular,NULL
Biltong,NULL,Afrikaans,South Africa,NULL,"['snack', 'anytime']",['Other'],snack,NULL,regular,NULL
Ouma Beskuit,Rusks,Afrikaans,South Africa,NULL,"['snack', 'anytime']",['Other'],Snack,"tea, coffee",regular,NULL
Spatlo,"kota, skhambane",Afrikaans,South Africa,Gauteng,['lunch'],['Main dish - stand alone (e.g. one pot meal)'],This is typically streetfood,NULL,regular,NULL
Braaivleis,Barbequed meat,Afrikaans,South Africa,NULL,"['lunch', 'dinner', 'other']",['Main dish - eaten with sides'],NULL,"Alcholic beverages, beer, brandy and coke, non alcoholic soft drinks",both,"normal dinner,  social gathering"
Melktert,Milktart,Afrikaans,South Africa,NULL,"['snack', 'other']",['Dessert'],NULL,Tea and/or coffee,regular,NULL
Bobotie,NULL,Afrikaans,South Africa,"Bokaap,
Cape Town,
Western Cape","['lunch', 'dinner']",['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Koeksister,NULL,Afrikaans,South Africa,NULL,['snack'],['Dessert'],NULL,NULL,regular,NULL
Malva Pudding,NULL,"Afrikaans, English",South Africa,NULL,['other'],['Dessert'],NULL,NULL,regular,NULL
Three bean salad,NULL,English,South Africa,Northern parts of South Africa,"['lunch', 'dinner']",['Side dish'],"Carrots, Robot peppers, Onion, green beans, baked beans",NULL,regular,NULL
Soetpatatgebak,Sweetpotato bake,English,South Africa,NULL,"['lunch', 'dinner']","['Side dish', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",NULL,NULL,regular,NULL
Mrs Balls Chutney,Mrs Balls Chutney,English,South Africa,NULL,"['lunch', 'dinner', 'snack']","['Sauce', 'Other']",Often added to stews and food during cooking for flavour,NULL,regular,NULL
Bunny chow,NULL,English,South Africa,Durban,['lunch'],['Main dish - stand alone (e.g. one pot meal)'],NULL,NULL,regular,NULL
Gatsby,NULL,English,South Africa,"Cape Town, Western Cape",['lunch'],['Main dish - stand alone (e.g. one pot meal)'],NULL,NULL,regular,NULL
gemsquash,NULL,English,South Africa,NULL,"['lunch', 'dinner']",['Side dish'],NULL,NULL,regular,NULL
Cape Malay Curry,NULL,English,South Africa,"Cape Town, Western Cape","['lunch', 'dinner']",['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Peppermint Crisp Tart,NULL,English,South Africa,NULL,"['anytime', 'other']",['Dessert'],NULL,"tea, coffee",both,South African Christmas
Curry and Vetkoek,Fet-kook,"English, Afrikaans",South Africa,Western Cape,"['lunch', 'dinner', 'anytime']",['Main dish - stand alone (e.g. one pot meal)'],NULL,No,regular,NULL
uphuthu na masi,maize pap and maas,IsiZulu,South Africa,kwa-Zulu Natal,"['lunch', 'dinner']",['Small plate / bowl served as a part of a collection'],Putu is made of grounded maize meal,water,regular,most summer
Ujeqe,NULL,IsiZulu,South Africa,Kwa-Zulu Natal,"['breakfast', 'lunch', 'dinner', 'anytime']",['Main dish - eaten with sides'],NULL,NULL,both,"Heritage day, Christmas"
Mashonzha,Mopane stew,Sepedi,South Africa,Northern parts of South Africa,"['lunch', 'dinner']",['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Ditloo,jugo beans,Sepedi,South Africa,Northern parts of South Africa,"['lunch', 'dinner', 'anytime']","['Side dish', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
mogodu,tripe,Sepedi,South Africa,Northern parts of South Africa,"['lunch', 'dinner']",['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Ting ya mabele,coarse-ground sorghum,Sepedi,South Africa,Northern parts of South Africa,['anytime'],['Side dish'],NULL,NULL,regular,NULL
Nama ya hlogo,cow head meat,Sepedi,South Africa,NULL,['anytime'],['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Menotlwana le malana,Chicken feet and chicken intestines,Sepedi,South Africa,Northern parts of South Africa,['anytime'],['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Morogo wa Monawa,cowpea,Sepedi,South Africa,Northern parts of South Africa,['anytime'],['Side dish'],NULL,NULL,regular,NULL
Morogo wa lephotse,pumpkin leaves,Sepedi,South Africa,Northern parts of South Africa,['anytime'],['Side dish'],NULL,NULL,regular,NULL
Morogo wa Thelele,Corchorus,Sepedi,South Africa,Northern parts of South Africa,['anytime'],['Side dish'],NULL,NULL,regular,NULL
Morogo wa Thepe,Amaranth,Sepedi,South Africa,Northern parts of South Africa,['anytime'],"['Side dish', 'Main dish - stand alone (e.g. one pot meal)']",NULL,NULL,regular,NULL
Morogo wa leroto,Cleome,Sepedi,South Africa,Northern parts of South Africa,['anytime'],"['Side dish', 'Main dish - stand alone (e.g. one pot meal)']",NULL,NULL,regular,NULL
morogo wa Mokhuša,Dried Cowpea leaves,Sepedi,South Africa,Northern parts of South Africa,['anytime'],"['Side dish', 'Main dish - stand alone (e.g. one pot meal)']",NULL,NULL,regular,NULL
Bogobe bja Mabele,Mabele Porridge,Sepedi,South Africa,Limpompo Province,"['breakfast', 'lunch', 'dinner']",['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Maotwana le Dikilana,Chicken feet and gizzards,Sepedi,South Africa,Limpopo Province,"['lunch', 'dinner']",['Main dish - stand alone (e.g. one pot meal)'],NULL,Water,both,"Days before funerals and weddings, family gatherings"
Ledombolo,steamed bread,Sepedi,South Africa,Northern parts of South Africa,"['breakfast', 'lunch', 'dinner', 'snack', 'anytime']",['Side dish'],NULL,NULL,regular,NULL
Sekgotho,Sugar beans,Sepedi,South Africa,Northern parts of South Africa,"['lunch', 'dinner']",['Side dish'],NULL,NULL,regular,NULL
Kgodu,"pumpkin, peanut and maize porridge",Sepedi,South Africa,Northern parts of South Africa,['anytime'],['Main dish - stand alone (e.g. one pot meal)'],NULL,NULL,regular,NULL
Hlako,Cow heels,Sepedi,South Africa,Northern parts of South Africa,"['lunch', 'dinner']",['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Bogobe and Morogo(name for greeny leaves),Pap and Spinach&Okra,Sepedi,South Africa,NULL,"['lunch', 'dinner']",['Main dish - eaten with sides'],NULL,Optional,both,Traditional gatherings like weddings
Chakalaka,relish,Sepedi,South Africa,"Johannessburg, Gauteng",['anytime'],"['Sauce', 'Side dish']",NULL,NULL,regular,NULL
Mukusule,Dried vegetable,Tshivenda,South Africa,Venda,['anytime'],['Small plate / bowl served as a part of a collection'],NULL,NULL,regular,NULL
Vhuswa na vhungonyagonya,Pap and ...,Tshivenda,South Africa,Venda,['anytime'],['Main dish - eaten with sides'],NULL,N/A,special,During the time when Vhugonyagonya is available
Phuthu,dry pap,Tswana,South Africa,North western parts of South Africa,['anytime'],"['Side dish', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
Diphaphatha,South African naan bread,Tswana,South Africa,North western parts of South Africa,['anytime'],['Side dish'],NULL,NULL,regular,NULL
Morogo,African spinach,Unknown,South Africa,NULL,"['lunch', 'dinner', 'other']",['Side dish'],NULL,NULL,regular,NULL
Stywe pap,Mieliepap,Unknown,South Africa,NULL,"['lunch', 'dinner', 'anytime']",['Side dish'],NULL,NULL,regular,NULL
Mango Atchar,NULL,Unknown,South Africa,NULL,['other'],['Sauce'],NULL,NULL,regular,NULL
Delele,Bush okra,Venda,South Africa,Venda,"['lunch', 'dinner']",['Side dish'],NULL,NULL,regular,NULL
Umvubo,Crumbly pap and amasi,Xhosa,South Africa,South Eastern parts of South Africa,"['breakfast', 'lunch', 'dinner', 'anytime']","['Side dish', 'Main dish - stand alone (e.g. one pot meal)']",NULL,NULL,regular,NULL
intyabontyi,Tsamma melons,Xhosa,South Africa,South Eastern parts of South Africa,"['lunch', 'dinner', 'anytime']","['Side dish', 'Main dish - stand alone (e.g. one pot meal)']",NULL,NULL,regular,NULL
Umqa wehlaba,Dandelion leaf pap,Xhosa,South Africa,South Eastern parts of South Africa,"['lunch', 'dinner', 'anytime']","['Side dish', 'Main dish - stand alone (e.g. one pot meal)']",NULL,NULL,regular,NULL
Umqa,stiff maize meal porridge,Xhosa,South Africa,South Eastern parts of South Africa,['anytime'],['Side dish'],NULL,NULL,regular,NULL
UMNGQUSHO NEEMBOTYI,samp and beans,Xhosa,South Africa,South Eastern parts of South Africa,['anytime'],['Main dish - stand alone (e.g. one pot meal)'],NULL,NULL,regular,NULL
Isigwampa,maize meal and spinach,Xhosa,South Africa,South Eastern parts of South Africa,['anytime'],['Side dish'],NULL,NULL,regular,NULL
Akni,NULL,Unknown,"South Africa, India","Durban, Cape Town, Johannesburg","['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,Coke,both,Wedding
Roti,R-oo-ti,"Cape Malay, Indian","South Africa, India",NULL,"['lunch', 'dinner', 'anytime']",['Main dish - eaten with sides'],NULL,No,regular,NULL
Beesstert,Oxtail,Afrikaans,"South Africa, Jamaica",NULL,"['lunch', 'dinner']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,special,Sunday lunch
Churro,Churro,Spanish,Spain,NULL,['snack'],['Dessert'],NULL,NULL,both,NULL
Fideuà,Fideuà,Catalan,"Spain, Catalonia","South Catalonia, Valencia",['lunch'],"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,Any,both,NULL
Calçotada,NULL,Catalan,"Spain, Catalonia",Catalonia,['lunch'],['Starter'],NULL,Red wine,special,"During calçot season (november-april). People usually gather on weekends to have a ""calçotada"" with friends."
മലബാർ പറോട്ട,Malabar  Parotta,Malayalam,"Sri Lanka, India",NULL,['anytime'],['Main dish - eaten with sides'],NULL,NULL,regular,NULL
Puttu,steamed rice cake,Malayalam,"Sri Lanka, India",South India,['breakfast'],['Main dish - eaten with sides'],NULL,NULL,regular,NULL
فطائر بالجبنه,cheese roll,Arabic,Sudan,NULL,"['snack', 'anytime']",['Side dish'],NULL,NULL,regular,NULL
سلطة خيار بالزبادي,Cucumber salad with yogurt,Arabic,Sudan,NULL,['anytime'],"['Salad', 'Side dish']",NULL,NULL,regular,NULL
زلابيه او لقيمات,LoQeymat or zalabia,Arabic,Sudan,NULL,"['breakfast', 'dinner', 'snack']","['Dessert', 'Other']",NULL,"Tea, tea with milk, coffee",both,social or family gatherings
بليلة كبكبي او حمص,Chickpeas or hummus,Arabic,Sudan,NULL,"['snack', 'anytime']","['Starter', 'Side dish', 'Other']",NULL,NULL,regular,NULL
بسكويت النشادر او خبيز,Ammonia biscuits,Arabic,Sudan,NULL,"['breakfast', 'dinner', 'snack']","['Main dish - stand alone (e.g. one pot meal)', 'Dessert']",NULL,Milk tea,special,"Wedding, party, Eid"
بيتزا صغيرة,Mini pizza,Arabic,Sudan,NULL,"['dinner', 'snack', 'anytime']",['Small plate / bowl served as a part of a collection'],NULL,Juice,special,"Celebration, party, snacks"
فانيليا كيك,Vanille cake,Arabic,Sudan,NULL,['anytime'],['Dessert'],NULL,"Tea, coffee",both,NULL
شية بالجمر,Shayya bel-jamor,Arabic,Sudan,NULL,"['breakfast', 'dinner']",['Main dish - eaten with sides'],NULL,Soft drinks,both,"Eids, especially Eid aladha (muslims feest)"
سجوك بالخضار,Sausages with cooked vegetables,Arabic,Sudan,NULL,['anytime'],['Side dish'],NULL,NULL,regular,NULL
الأرز وصلصة الفاصوليا,rice and bean sauce,Arabic,Sudan,NULL,['lunch'],['Main dish - stand alone (e.g. one pot meal)'],oli,NULL,regular,NULL
Kisra bi molah,NULL,Arabic,Sudan,All regions,"['lunch', 'dinner', 'other']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,No,both,NULL
سلطة الدكوة السودانية,Salata Al Dakwa,Arabic,Sudan,NULL,"['breakfast', 'lunch', 'dinner']",['Salad'],NULL,NULL,regular,NULL
العصيدة بملاح الروب,Aseeda with Mulah Alroub,Arabic,Sudan,North,['breakfast'],"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
العصيدة بملاح التقلية,Mulah Tagalia and Asida,Arabic,Sudan,North,"['breakfast', 'lunch']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,regular,NULL
رز بصوص الدجاج,Rice with Chicken sauce,Arabic,Sudan,North,"['lunch', 'dinner']",['Main dish - stand alone (e.g. one pot meal)'],NULL,NULL,regular,NULL
مكرونة بالهوت دوج و شوربة دجاج بالذرة,sausage pasta and chicken soup with sweet corn,Arabic,Sudan,North,"['lunch', 'dinner']","['Soup', 'Main dish - stand alone (e.g. one pot meal)']",NULL,NULL,regular,NULL
كسرى وملاح,Kisra and Mulah,Arabic,Sudan,North Sudan,"['breakfast', 'lunch']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,no,regular,NULL
Sudandese fatta,NULL,Arabic,Sudan,NULL,['lunch'],"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",NULL,NULL,both,NULL
